MonsterTalentId,MonsterId,TalentId,IsPrimary
713,280,56,FALSE
585,585,188,TRUE
610,586,239,TRUE
717,240,79,FALSE
718,307,86,FALSE
608,587,236,TRUE
722,300,60,FALSE
723,323,71,FALSE
724,174,85,FALSE
462,588,176,TRUE
498,589,150,TRUE
728,228,56,FALSE
485,590,155,TRUE
731,310,80,FALSE
732,111,56,FALSE
733,117,71,FALSE
314,591,149,TRUE
388,592,182,TRUE
737,300,84,FALSE
441,593,167,TRUE
505,594,156,TRUE
741,280,74,FALSE
742,240,62,FALSE
635,594,56,FALSE
813,594,80,FALSE
748,109,62,FALSE
749,109,74,FALSE
750,111,70,FALSE
751,114,62,FALSE
752,114,84,FALSE
753,115,56,FALSE
754,115,85,FALSE
755,117,58,FALSE
756,118,58,FALSE
757,118,75,FALSE
758,124,60,FALSE
759,124,78,FALSE
760,129,64,FALSE
761,129,84,FALSE
762,130,64,FALSE
763,131,58,FALSE
764,131,69,FALSE
765,132,83,FALSE
766,132,66,FALSE
767,136,56,FALSE
768,138,60,FALSE
769,138,72,FALSE
770,140,80,FALSE
771,140,58,FALSE
464,595,146,TRUE
316,596,150,TRUE
493,597,186,TRUE
413,598,168,TRUE
414,599,163,TRUE
390,600,166,TRUE
499,601,187,TRUE
392,602,163,TRUE
465,603,146,TRUE
536,604,199,TRUE
467,605,109,TRUE
553,606,141,TRUE
537,607,200,TRUE
532,608,185,TRUE
573,609,189,TRUE
419,610,179,TRUE
574,611,211,TRUE
582,612,189,TRUE
572,613,213,TRUE
580,614,210,TRUE
544,615,204,TRUE
565,616,183,TRUE
541,617,205,TRUE
599,618,227,TRUE
481,619,155,TRUE
504,620,156,TRUE
365,621,162,TRUE
480,622,155,TRUE
366,624,162,TRUE
433,625,163,TRUE
502,626,150,TRUE
595,627,224,TRUE
589,628,217,TRUE
618,629,245,TRUE
586,630,157,TRUE
616,631,243,TRUE
615,632,242,TRUE
607,633,235,TRUE
581,634,210,TRUE
571,635,213,TRUE
617,636,244,TRUE
293,640,154,TRUE
497,641,156,TRUE
584,642,214,TRUE
816,,,FALSE
817,,,FALSE
818,,,FALSE
819,,,FALSE
820,,,FALSE
821,,,FALSE
822,,,FALSE
823,,,FALSE
824,,,FALSE
825,,,FALSE
826,,,FALSE
827,,,FALSE
828,,,FALSE
829,,,FALSE
830,,,FALSE
831,,,FALSE
832,,,FALSE
833,,,FALSE
834,,,FALSE
835,,,FALSE
836,,,FALSE
837,,,FALSE
838,,,FALSE
839,,,FALSE
840,,,FALSE
841,,,FALSE
842,,,FALSE
843,,,FALSE
844,,,FALSE
845,,,FALSE
846,,,FALSE
847,,,FALSE
848,,,FALSE
849,,,FALSE
850,,,FALSE
851,,,FALSE
852,,,FALSE
853,,,FALSE
854,,,FALSE
855,,,FALSE
856,,,FALSE
857,,,FALSE
858,,,FALSE
859,,,FALSE
860,,,FALSE
861,,,FALSE
862,,,FALSE
863,,,FALSE
864,,,FALSE
865,,,FALSE
866,,,FALSE
867,,,FALSE
868,,,FALSE
869,,,FALSE
870,,,FALSE
871,,,FALSE
872,,,FALSE
873,,,FALSE
874,,,FALSE
875,,,FALSE
876,,,FALSE
877,,,FALSE
878,,,FALSE
879,,,FALSE
880,,,FALSE
881,,,FALSE
882,,,FALSE
883,,,FALSE
884,,,FALSE
885,,,FALSE
886,,,FALSE
887,,,FALSE
888,,,FALSE
889,,,FALSE
890,,,FALSE
891,,,FALSE
892,,,FALSE
893,,,FALSE
894,,,FALSE
895,,,FALSE
896,,,FALSE
897,,,FALSE
898,,,FALSE
899,,,FALSE
900,,,FALSE
901,,,FALSE
902,,,FALSE
903,,,FALSE
904,,,FALSE
905,,,FALSE
906,,,FALSE
907,,,FALSE
908,,,FALSE
909,,,FALSE
910,,,FALSE
911,,,FALSE
912,,,FALSE
913,,,FALSE
914,,,FALSE
915,,,FALSE
916,,,FALSE
917,,,FALSE
918,,,FALSE
919,,,FALSE
920,,,FALSE
921,,,FALSE
922,,,FALSE
923,,,FALSE
924,,,FALSE
925,,,FALSE
926,,,FALSE
927,,,FALSE
928,,,FALSE
929,,,FALSE
930,,,FALSE
931,,,FALSE
932,,,FALSE
933,,,FALSE
934,,,FALSE
935,,,FALSE
936,,,FALSE
937,,,FALSE
938,,,FALSE
939,,,FALSE
940,,,FALSE
941,,,FALSE
942,,,FALSE
943,,,FALSE
944,,,FALSE
945,,,FALSE
946,,,FALSE
947,,,FALSE
948,,,FALSE
949,,,FALSE
950,,,FALSE
951,,,FALSE
952,,,FALSE
953,,,FALSE
954,,,FALSE
955,,,FALSE
956,,,FALSE
957,,,FALSE
958,,,FALSE
959,,,FALSE
960,,,FALSE
961,,,FALSE
962,,,FALSE
963,,,FALSE
964,,,FALSE
965,,,FALSE
966,,,FALSE
967,,,FALSE
968,,,FALSE
969,,,FALSE
970,,,FALSE
971,,,FALSE
972,,,FALSE
973,,,FALSE
974,,,FALSE
975,,,FALSE
976,,,FALSE
977,,,FALSE
978,,,FALSE
979,,,FALSE
980,,,FALSE
981,,,FALSE
982,,,FALSE
983,,,FALSE
984,,,FALSE
985,,,FALSE
986,,,FALSE
987,,,FALSE
988,,,FALSE
989,,,FALSE
990,,,FALSE
991,,,FALSE
992,,,FALSE
993,,,FALSE
994,,,FALSE
995,,,FALSE
996,,,FALSE
997,,,FALSE
998,,,FALSE
999,,,FALSE
1000,,,FALSE
1001,,,FALSE
1002,,,FALSE
1003,,,FALSE
1004,,,FALSE
1005,,,FALSE
1006,,,FALSE
1007,,,FALSE
1008,,,FALSE
1009,,,FALSE
1010,,,FALSE
